Epoch num152   Step_len: 51   Epoch Reward: -502.4872067541421 Memory index: 13013Success: 0 Time since beginning -5.981047507127126
Epoch num153   Step_len: 190   Epoch Reward: -347.19360820250074 Memory index: 13203Success: 0 Time since beginning -6.0692779421806335
Epoch num154   Step_len: 206   Epoch Reward: -348.2043880948838 Memory index: 13409Success: 0 Time since beginning -6.16558788617452
Epoch num155   Step_len: 90   Epoch Reward: -242.69611756162953 Memory index: 13499Success: 0 Time since beginning -6.205467597643534
Epoch num156   Step_len: 37   Epoch Reward: -505.9726391434638 Memory index: 13536Success: 0 Time since beginning -6.223109686374665
Epoch num157   Step_len: 76   Epoch Reward: -376.11061434757045 Memory index: 13612Success: 0 Time since beginning -6.257142349084218
Epoch num158   Step_len: 30   Epoch Reward: -512.3159082256019 Memory index: 13642Success: 0 Time since beginning -6.271230657895406
Epoch num159   Step_len: 99   Epoch Reward: -411.6917761846002 Memory index: 13741Success: 0 Time since beginning -6.317073758443197
Epoch num160   Step_len: 204   Epoch Reward: 1046.6671758585537 Memory index: 13945Success: 1 Time since beginning -6.411467297871908
Epoch num161   Step_len: 117   Epoch Reward: -457.919932194686 Memory index: 14062Success: 0 Time since beginning -6.466510200500489
Epoch num162   Step_len: 73   Epoch Reward: -451.3536547160809 Memory index: 14135Success: 0 Time since beginning -6.500275564193726
Epoch num163   Step_len: 97   Epoch Reward: -439.54300009658954 Memory index: 14232Success: 0 Time since beginning -6.545750645796458
Epoch num164   Step_len: 38   Epoch Reward: -508.8343278973902 Memory index: 14270Success: 0 Time since beginning -6.5638007918993635
Epoch num165   Step_len: 128   Epoch Reward: 1183.4169895229022 Memory index: 14398Success: 1 Time since beginning -6.622454830010732
Epoch num166   Step_len: 321   Epoch Reward: -369.84992472979707 Memory index: 14719Success: 0 Time since beginning -6.770809535185496
Epoch num167   Step_len: 53   Epoch Reward: -502.269969018699 Memory index: 14772Success: 0 Time since beginning -6.795291531085968
Epoch num168   Step_len: 153   Epoch Reward: 1256.9376162594938 Memory index: 14925Success: 1 Time since beginning -6.864790054162343
